id_cliente,servicos_recomendados
350,"['Manicure e Pedicure', 'Coloração Keune', 'Escova M', 'Nutrição P.H', 'Hidratação Takae M', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Corte FEMININO', 'Nutrição KEUNE YOU P', 'Manicure', 'SPA de pés', 'Pedicure', 'Mechas', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU G', '#NOME?', 'Manutenção volume brasileiro', 'Manutenção Soft Gel', 'Manicure e Pedicure - Francesinha', 'MATIZAÇÃO M', 'Lavar e Secar P', 'Manutenção Banho em Gel', 'Pezinho Masculino', 'Penteado', 'Lavar e Secar G', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Top Coat em gel', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'Remoção', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Postiça Realista', 'Postiça', 'Pintura Sobrancelhas - Henna', 'Pigmentação de Barba', 'Lavar e Secar M', 'Hidratação Wella', 'Lavar', 'Barba', 'Corte Infantil', 'Corte - Franja', 'Coloração Keune Ruivo', 'Cilios 3, 4, 5 D', 'Cabelo e Barba', 'Base', 'Banho em Gel', 'Corte Parceria', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Corte Masculino', 'Design de Sobrancelha', 'LIXAR PÉS', 'Hidratação Previa', 'Alongamento Soft Gel', 'Hidratação Takae P', 'Hidratação Takae GG', 'Hidratação Takae G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Esmaltação - Pés', 'Escova G', 'Esmaltação - Mãos', 'Esmaltação  - ESPECIAL', 'Escova+ PRANCHA  P', 'Escova e Prancha', 'Escova P', 'Escova GG', 'hidratação Muzza']"
23,"['Manicure e Pedicure', 'Coloração Keune', 'Cabelo e Barba', 'Escova M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Escova G', 'Corte FEMININO', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Pedicure', 'Barba', 'SPA de pés', 'Manicure', 'Manutenção volume brasileiro', 'Penteado', 'Manutenção Soft Gel', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'Mechas', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Nutrição P.H', 'MATIZAÇÃO M', '#NOME?', 'Pintura Sobrancelhas - Henna', 'Pezinho Masculino', 'Pigmentação de Barba', 'Lavar e Secar M', 'Postiça', 'Postiça Realista', 'Pure Repair P.H', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Remoção', 'Sem referencia', 'Terapia Capilar com ozonio', 'Terapia Capilar pacote', 'Top Coat em gel', 'Unha Artística/Decorada', 'Unha de Gel - Manutenção', 'Lavar e Secar P', 'Hidratação Wella', 'Lavar e Secar G', 'Base', 'Corte Parceria', 'Corte Masculino', 'Corte Infantil', 'Corte - Franja', 'Coloração Keune Ruivo', 'Cilios 3, 4, 5 D', 'Banho em Gel', 'Lavar', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Design de Sobrancelha', 'Escova GG', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
173,"['Manicure e Pedicure', 'Manicure', 'Design de Sobrancelha', 'Pedicure', 'Escova G', 'Corte FEMININO', 'Escova GG', 'Lavar e Secar P', 'Escova P', 'Nutrição P.H', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Coloração Keune', 'SPA de pés', 'Base', 'Sem referencia', 'BABYLISS M', 'Aplicação de Coloração do cliente raiz', 'Manutenção volume brasileiro', 'Pezinho Masculino', 'Mechas', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Manutenção Soft Gel', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'Penteado', '#NOME?', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Postiça', 'Postiça Realista', 'Pure Repair P.H', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Remoção', 'Terapia Capilar com ozonio', 'Terapia Capilar pacote', 'Top Coat em gel', 'Unha Artística/Decorada', 'Unha de Gel - Manutenção', 'MATIZAÇÃO M', 'Hidratação Wella', 'Lavar e Secar M', 'Lavar e Secar G', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'Banho em Gel', 'Barba', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Corte Masculino', 'Corte Parceria', 'Escova M', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Lavar', 'hidratação Muzza']"
30,"['Manicure e Pedicure', 'Coloração Keune', 'Cabelo e Barba', 'Escova M', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Escova G', 'Corte FEMININO', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Pedicure', 'Barba', 'SPA de pés', 'Manicure', 'Manutenção volume brasileiro', 'Penteado', 'Manutenção Soft Gel', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'Mechas', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Nutrição P.H', 'MATIZAÇÃO M', '#NOME?', 'Pintura Sobrancelhas - Henna', 'Pezinho Masculino', 'Pigmentação de Barba', 'Lavar e Secar M', 'Postiça', 'Postiça Realista', 'Pure Repair P.H', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Remoção', 'Sem referencia', 'Terapia Capilar com ozonio', 'Terapia Capilar pacote', 'Top Coat em gel', 'Unha Artística/Decorada', 'Unha de Gel - Manutenção', 'Lavar e Secar P', 'Hidratação Wella', 'Lavar e Secar G', 'Base', 'Corte Parceria', 'Corte Masculino', 'Corte Infantil', 'Corte - Franja', 'Coloração Keune Ruivo', 'Cilios 3, 4, 5 D', 'Banho em Gel', 'Lavar', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Design de Sobrancelha', 'Escova GG', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
127,"['Manicure e Pedicure', 'Corte FEMININO', 'Top Coat em gel', 'Coloração Keune', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Mechas', 'Esmaltação  - ESPECIAL', 'Corte Infantil', 'Manicure', 'hidratação Muzza', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Pedicure', 'Design de Sobrancelha', 'Lavar e Secar P', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Nutrição KEUNE YOU M', 'MATIZAÇÃO M', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Manicure e Pedicure - Francesinha', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Manutenção volume brasileiro', 'Sem referencia', 'Nutrição KEUNE YOU G', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Nutrição KEUNE YOU P', 'Nutrição P.H', 'Remoção', 'Penteado', 'Pezinho Masculino', 'Pigmentação de Barba', 'Lavar e Secar M', 'Pintura Sobrancelhas - Henna', 'Postiça', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Postiça Realista', 'SPA de pés', '#NOME?', 'Lavar e Secar G', 'Barba', 'Corte Masculino', 'Corte - Franja', 'Coloração Keune Ruivo', 'Cilios 3, 4, 5 D', 'Cabelo e Barba', 'Base', 'Banho em Gel', 'Lavar', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Corte Parceria', 'Escova G', 'Escova GG', 'Escova M', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Hidratação Wella']"
385,"['Corte Masculino', 'Escova G', 'Manicure', 'Pintura Sobrancelhas - Henna', 'Design de Sobrancelha', 'Pedicure', 'Corte FEMININO', 'Manicure e Pedicure', 'Esmaltação - Mãos', 'Hidratação Wella', 'Corte Infantil', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Nutrição KEUNE YOU P', 'Lavar e Secar P', 'MATIZAÇÃO M', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Manicure e Pedicure - Francesinha', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Mechas', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Top Coat em gel', 'Terapia Capilar pacote', 'Nutrição P.H', 'Penteado', 'Pezinho Masculino', 'Pigmentação de Barba', 'Terapia Capilar com ozonio', 'Lavar e Secar G', 'Sem referencia', 'SPA de pés', 'Remoção', 'Postiça', 'Postiça Realista', 'Pure Repair P.H', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Lavar e Secar M', '#NOME?', 'Lavar', 'Barba', 'Corte - Franja', 'Coloração Keune Ruivo', 'Coloração Keune', 'Cilios 3, 4, 5 D', 'Cabelo e Barba', 'Base', 'Banho em Gel', 'LIXAR PÉS', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Corte Parceria', 'Escova GG', 'Escova M', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'hidratação Muzza']"
150,"['Manicure e Pedicure', 'Coloração Keune', 'Manicure', 'Escova G', 'Nutrição P.H', '#NOME?', 'Pedicure', 'Corte FEMININO', 'Design de Sobrancelha', 'Penteado', 'Escova M', 'Escova P', 'Mechas', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Esmaltação - Mãos', 'Lavar e Secar P', 'Manutenção Banho em Gel', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Nutrição KEUNE YOU M', 'Terapia Capilar com ozonio', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Banho em Gel', 'Remoção', 'Pintura Sobrancelhas - Henna', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Manicure e Pedicure - Francesinha', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'SPA de pés', 'Nutrição KEUNE YOU G', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Postiça', 'Nutrição KEUNE YOU P', 'Top Coat em gel', 'Terapia Capilar pacote', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Pezinho Masculino', 'Sem referencia', 'Postiça Realista', 'Pigmentação de Barba', 'MATIZAÇÃO M', 'Hidratação Wella', 'Lavar e Secar M', 'Lavar e Secar G', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Corte Masculino', 'Corte Parceria', 'Escova GG', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Lavar', 'hidratação Muzza']"
242,"['Manicure e Pedicure', 'Manicure', 'Pedicure', 'Design de Sobrancelha', 'Corte Masculino', 'Nutrição P.H', '#NOME?', 'Escova P', 'Escova M', 'Corte FEMININO', 'Pure Repair P.H', 'Manicure e Pedicure - Francesinha', 'Hidratação Takae P', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Esmaltação - Mãos', 'Escova GG', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Remoção', 'Aplicação de Coloração do cliente raiz', 'Lavar e Secar P', 'Coloração Keune', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Pintura Sobrancelhas - Henna', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Top Coat em gel', 'Manutenção volume brasileiro', 'Mechas', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Terapia Capilar pacote', 'Nutrição KEUNE YOU P', 'Postiça Realista', 'Sem referencia', 'SPA de pés', 'Penteado', 'Pezinho Masculino', 'Pigmentação de Barba', 'Postiça', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'MATIZAÇÃO M', 'Terapia Capilar com ozonio', 'Hidratação Wella', 'Lavar e Secar M', 'Corte Parceria', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Escova G', 'Lavar e Secar G', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Lavar', 'hidratação Muzza']"
251,"['Manicure e Pedicure', 'Manicure', 'Design de Sobrancelha', 'Pedicure', 'Escova G', 'Corte FEMININO', 'Escova GG', 'Lavar e Secar P', 'Escova P', 'Nutrição P.H', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Coloração Keune', 'SPA de pés', 'Base', 'Sem referencia', 'BABYLISS M', 'Aplicação de Coloração do cliente raiz', 'Manutenção volume brasileiro', 'Pezinho Masculino', 'Mechas', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Manutenção Soft Gel', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'Penteado', '#NOME?', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Postiça', 'Postiça Realista', 'Pure Repair P.H', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Remoção', 'Terapia Capilar com ozonio', 'Terapia Capilar pacote', 'Top Coat em gel', 'Unha Artística/Decorada', 'Unha de Gel - Manutenção', 'MATIZAÇÃO M', 'Hidratação Wella', 'Lavar e Secar M', 'Lavar e Secar G', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'Banho em Gel', 'Barba', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Corte Masculino', 'Corte Parceria', 'Escova M', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Lavar', 'hidratação Muzza']"
183,"['Manicure', '#NOME?', 'Escova M', 'Coloração Keune', 'Corte FEMININO', 'Design de Sobrancelha', 'Nutrição P.H', 'Esmaltação  - ESPECIAL', 'Esmaltação - Mãos', 'Corte - Franja', 'Lavar e Secar P', 'Manicure e Pedicure - Francesinha', 'BABYLISS  P', 'Terapia Capilar pacote', 'BABYLISS M', 'Lavar e Secar G', 'Manicure e Pedicure', 'Nutrição KEUNE YOU G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Escova GG', 'Postiça', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Unha de Gel - Manutenção', 'SPA de pés', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Sem referencia', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Mechas', 'Terapia Capilar com ozonio', 'Pure Repair P.H', 'MATIZAÇÃO M', 'Unha Artística/Decorada', 'Pedicure', 'Penteado', 'Top Coat em gel', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Pezinho Masculino', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Postiça Realista', 'Remoção', 'Hidratação Wella', 'Lavar e Secar M', 'Escova G', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'Banho em Gel', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune Ruivo', 'Corte Infantil', 'Corte Masculino', 'Corte Parceria', 'Escova P', 'Lavar', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação - Pés', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'hidratação Muzza']"
345,"['Manicure e Pedicure', 'Manutenção Banho em Gel', 'Pedicure', 'Top Coat em gel', 'Esmaltação  - ESPECIAL', 'Banho em Gel', '#NOME?', 'Nutrição KEUNE YOU P', 'Corte Masculino', 'Corte Infantil', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Manicure', 'Unha de Gel - Manutenção', 'Manicure e Pedicure - Francesinha', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Mechas', 'Nutrição KEUNE YOU G', 'MATIZAÇÃO M', 'Lavar e Secar P', 'Nutrição KEUNE YOU M', 'Nutrição P.H', 'Pigmentação de Barba', 'Penteado', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Unha Artística/Decorada', 'Terapia Capilar pacote', 'Terapia Capilar com ozonio', 'Sem referencia', 'SPA de pés', 'Remoção', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Pezinho Masculino', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Pure Repair P.H', 'Postiça Realista', 'Postiça', 'Pintura Sobrancelhas - Henna', 'Lavar e Secar G', 'Lavar e Secar M', 'Hidratação Wella', 'Lavar', 'Base', 'Corte FEMININO', 'Corte - Franja', 'Coloração Keune Ruivo', 'Coloração Keune', 'Cilios 3, 4, 5 D', 'Cabelo e Barba', 'Barba', 'Design de Sobrancelha', 'BABYLISS M', 'BABYLISS  P', 'BABYLISS  G', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Aplicação de Coloração do cliente raiz', 'Corte Parceria', 'Escova G', 'LIXAR PÉS', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Alongamento Soft Gel', 'Hidratação Takae P', 'Hidratação Takae M', 'Hidratação Takae GG', 'Hidratação Takae G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Previa', 'Escova GG', 'Esmaltação - Pés', 'Esmaltação - Mãos', 'Escova+ PRANCHA  P', 'Escova e Prancha', 'Escova P', 'Escova M', 'hidratação Muzza']"
391,"['Manicure e Pedicure', 'Escova G', 'Manicure', '#NOME?', 'Coloração Keune', 'Pedicure', 'Mechas', 'Nutrição P.H', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Esmaltação - Mãos', 'Corte FEMININO', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Nutrição KEUNE YOU G', 'Manutenção Banho em Gel', 'Manicure e Pedicure - Francesinha', 'Design de Sobrancelha', 'Lavar e Secar P', 'Esmaltação - Pés', 'hidratação Muzza', 'Banho em Gel', 'BABYLISS M', 'Manutenção volume brasileiro', 'BABYLISS  P', 'BABYLISS  G', 'Nutrição KEUNE YOU M', 'Nutrição KEUNE YOU P', 'Aplicação de cílios', 'Aplicação de Coloração total do cliente', 'Penteado', 'Pezinho Masculino', 'Pigmentação de Barba', 'Pintura Sobrancelhas - Henna', 'Postiça', 'Postiça Realista', 'Pure Repair P.H', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Aplicação de Coloração do cliente raiz', 'Remoção', 'SPA de pés', 'Sem referencia', 'Terapia Capilar com ozonio', 'Terapia Capilar pacote', 'Top Coat em gel', 'Unha Artística/Decorada', 'Unha de Gel - Manutenção', 'Manutenção Soft Gel', 'Corte Parceria', 'Corte Masculino', 'Barba', 'Corte Infantil', 'Escova GG', 'Escova M', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Corte - Franja', 'Coloração Keune Ruivo', 'Hidratação Previa', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Cilios 3, 4, 5 D', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Lavar', 'Lavar e Secar G', 'Lavar e Secar M', 'Cabelo e Barba', 'MATIZAÇÃO M', 'Base', 'Hidratação Wella']"
296,"['Esmaltação - Mãos', 'Esmaltação - Pés', 'Terapia Capilar pacote', 'Design de Sobrancelha', '#NOME?', 'Manicure e Pedicure', 'Escova M', 'Corte Masculino', 'Corte FEMININO', 'Manicure', 'Mechas', 'Hidratação Senscience, Olorche, Keune, Joico P', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR M', 'Nutrição KEUNE YOU M', 'Hidratação Previa', 'Nutrição P.H', 'Escova G', 'Banho em Gel', 'Remoção', 'Top Coat em gel', 'Terapia Capilar com ozonio', 'MATIZAÇÃO M', 'Pure Repair P.H', 'Pigmentação de Barba', 'Unha de Gel - Manutenção', 'Unha Artística/Decorada', 'Manicure e Pedicure - Francesinha', 'Manutenção Banho em Gel', 'Manutenção Soft Gel', 'Manutenção volume brasileiro', 'Pintura Sobrancelhas - Henna', 'Nutrição KEUNE YOU G', 'Sem referencia', 'Reconstrução JOICO K-PAK, OLORCHE  OU CPR P', 'Nutrição KEUNE YOU P', 'Postiça Realista', 'SPA de pés', 'Lavar e Secar P', 'Reconstrução JOICO K-PAK,OLORCHE OU CPR G', 'Pedicure', 'Penteado', 'Pezinho Masculino', 'Postiça', 'Hidratação Wella', 'Lavar e Secar M', 'Lavar e Secar G', 'Aplicação de Coloração do cliente raiz', 'Aplicação de Coloração total do cliente', 'Aplicação de cílios', 'BABYLISS  G', 'BABYLISS  P', 'BABYLISS M', 'Barba', 'Base', 'Cabelo e Barba', 'Cilios 3, 4, 5 D', 'Coloração Keune', 'Coloração Keune Ruivo', 'Corte - Franja', 'Corte Infantil', 'Corte Parceria', 'Escova GG', 'Escova P', 'Escova e Prancha', 'Escova+ PRANCHA  P', 'Esmaltação  - ESPECIAL', 'Hidratação Senscience, Olorche, Keune, Joico G', 'Hidratação Senscience, Orloche, Keune, Joico M', 'Hidratação Takae G', 'Hidratação Takae GG', 'Hidratação Takae M', 'Hidratação Takae P', 'Alongamento Soft Gel', 'LIXAR PÉS', 'Lavar', 'hidratação Muzza']"
